Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Mexico,MEX,"School enrollment, primary (% gross)",SE.PRM.ENRR,110.995216369629,111.058860778809,111.073516845703,110.109268188477,108.573143005371,106.963432312012,106.391220092773,105.797607421875,105.188163757324,105.095039367676,104.517730712891
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,98,99,89,98,98,97,76,97,73,92
Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,18.9,18.4,17.9,17.5,17,16.6,16.2,15.8,15.4,15,14.6
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Mexico,MEX,"Population, total",SP.POP.TOTL,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.892,64.969,65.08,65.179,65.294,65.306,65.576,65.761,65.943,66.196,65.878
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2715.26873721406,2859.8488365615,3003.05867086848,2904.1536796737,2915.23672460238,2869.86276169101,2997.93719917488,3297.37580036719,3584.78377566896,3581.72684572278,3362.02802120524
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,13.3306675,13.222826,12.39077377,12.21770954,11.83491802,12.62341213,13.33481121,12.40742493,11.93961334,11.87363148,11.98479271
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,95.0318576353091,97.3142040069009,93.5670535707402,94.0772018432617,94.2192600897319,96.2881950207594,94.3598499009745,87.4240454357085
"Micronesia, Fed. Sts.",FSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,80,92,91,91,83,74,70,76,73,78,79
"Micronesia, Fed. Sts.",FSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.1,33.4,32.6,31.6,30.7,29.8,28.9,28.1,27.3,26.4,25.6
"Micronesia, Fed. Sts.",FSM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.876,70.173,70.344,70.291,70.241,70.118,70.179,70.375,70.236,70.181,69.914
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.95758568777,2749.55137054338,2847.08794770479,3453.26727720294,4156.44981956646,4405.33418162155,4375.7788930524
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.13112831,9.09670353,9.13962078,8.68300343,8.73206043,8.50013351,7.62106228,7.1278038,6.70760345,6.49662447,7.00484037
Moldova,MDA,"School enrollment, primary (% gross)",SE.PRM.ENRR,93.5407792138963,93.6029804526123,93.7979704671729,93.7649180861452,107.431409833521,105.727652234967,104.469976581506,103.685761485913,103.337388931903,105.074923420813,106.519975508955
Moldova,MDA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,91,91,91,90,89,88,93,93,97,84
Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16.8,16.5,16.2,16,15.8,15.6,15.5,15.4,15.4,15.5,15.6
Moldova,MDA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Moldova,MDA,"Population, total",SP.POP.TOTL,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.644,85.01,85.045,85.056,85.093,85.323,85.63,85.878,86.084,86.151,86.089
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,161853.922745228,179364.009524397,165444.625782803,184940.633666281,195693.519540544,170437.021128628,173604.669723126,170663.470051177,188298.389694191,193746.729890885,176891.806328966
Monaco,MCO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.9583292,4.63545036,4.75676775,4.57396126,4.4414835,4.31486797,4.1231184,4.16119528,4.04786777,3.87993813,4.28652716
Monaco,MCO,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,142.419937133789,..,..,..,..
Monaco,MCO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93,91,91,91,90,89,89,88,88,88,88
Monaco,MCO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3
Monaco,MCO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Population, total",SP.POP.TOTL,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5056097560976,69.109268292683,69.500243902439,70.0980487804878,70.5831707317073,70.810243902439,70.2239024390244,70.5434146341463,70.8270731707317,71.0531707317073,71.3490243902439
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2625.21881402433,3736.04201455077,4328.89001905655,4340.14310544449,4126.23975800524,3838.92126989984,3619.90026383792,3645.96708669551,4107.64288528468,4347.54610314873,4001.25193077703
Mongolia,MNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.73945642,3.58612084,3.85800076,4.08932018,4.20989752,4.23154545,4.58008575,4.33954191,4.53449297,4.49497986,4.6662488
Mongolia,MNG,"School enrollment, primary (% gross)",SE.PRM.ENRR,121.840103149414,120.545547485352,115.839420097405,107.682179792169,99.8473218349628,97.8139824176106,97.2863818674059,94.4515595966861,95.085682296023,94.1334790567196,92.3464601580662
Mongolia,MNG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,98,99,97,98,98,99,99,99,98,97
Mongolia,MNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.3,24.4,22.8,21.5,20.4,19.4,18.4,17.4,16.4,15.6,14.8
Mongolia,MNG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mongolia,MNG,"Population, total",SP.POP.TOTL,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.990243902439,76.0829268292683,76.3,76.490243902439,76.3390243902439,76.6024390243903,76.5414634146342,76.6853658536585,77.8853658536585,76.6829268292683,75.9317073170732
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6678.63939560908,7265.51771176628,6552.47970337373,7102.7776714702,7342.17147363741,6421.00005731419,6968.01202883651,7674.2856571219,8673.59469069858,8749.25629734676,7555.48699036321
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,7.96692181,8.29550457,8.47144604,8.00086784,9.02188778,8.63302994,7.98255396,8.34355545,8.32983208,11.42177582
Montenegro,MNE,"School enrollment, primary (% gross)",SE.PRM.ENRR,108.25479888916,98.0292282104492,99.0702972412109,..,..,101.203620910645,100.174591064453,100.943252563477,103.264472961426,103.651741027832,103.846572875977
Montenegro,MNE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,91,90,88,76,64,47,58,42,37,24
Montenegro,MNE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.7,6.1,5.5,5,4.6,4.2,3.9,3.6,3.3,3.1,2.9
Montenegro,MNE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Montenegro,MNE,"Population, total",SP.POP.TOTL,619428,620345,621418,622587,623744,624651,625353,625982,626438,626753,626590
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.821,71.263,71.674,72.117,72.522,72.894,73.228,73.608,73.946,74.245,73.133
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3067.9853515625,3301.98876953125,3164.17724609375,3379.7431640625,3435.40698242188,3146.24780273438,3140.85546875,3296.52661132813,3501.69799804688,3508.09765625,3268.0302734375
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.41861057,5.37019396,5.39619017,5.25540543,5.41626596,5.10435581,5.09203386,4.98920393,4.94516659,5.020401,5.78939486
Morocco,MAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,107.166739963715,108.872184910968,108.773776884177,108.130874044354,107.319519161584,106.046255203021,105.897808666144,106.856009139924,108.263128143079,110.072941907486,112.354037460932
Morocco,MAR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,99,99,99,99,99,99,99,99,99,99
Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,30.9,29.2,27.5,26,24.5,23.1,21.9,20.8,19.9,19.1,18.3
Morocco,MAR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Morocco,MAR,"Population, total",SP.POP.TOTL,32467016,32912588,33355241,33787571,34204780,34607588,35023457,35446392,35839760,36210898,36584208
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.04,55.733,56.46,57.189,57.965,58.711,59.455,60.148,60.79,61.306,61.39
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,496.185839392659,618.17649286789,685.685748199513,686.505672517351,697.142680444123,610.563774706589,441.489734819071,470.93856305196,517.507260258101,519.09255091362,462.433876479921
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.29249668,4.9217639,5.14035702,6.04556036,6.24013042,6.60972881,7.21501875,7.80532169,7.97903347,7.90207434,7.55190039
Mozambique,MOZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,116.867207366317,113.599054478212,113.200785284243,114.118825775581,114.277516463599,114.82837357539,113.687876415561,111.566194762496,115.270990181058,117.86067127577,118.980061431837
Mozambique,MOZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82,82,83,83,83,83,83,83,83,83,73
Mozambique,MOZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,95.6,91.1,86.5,82.9,79.7,75.8,73.3,72,70.2,68.6,67.6
Mozambique,MOZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,12,12.3,12.4,12.6,12.7,12.8,12.9,12.8,12.8,12.7,12.6
Mozambique,MOZ,"Population, total",SP.POP.TOTL,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.479,63.859,64.251,64.617,64.994,65.288,65.64,65.909,66.232,66.457,66.612
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1010.53417343401,1213.62898703376,1202.6658960055,1199.09561597055,1293.00042298688,1166.73305546337,1229.19713515893,1272.82241830603,1298.21310320785,1425.98954211903,1490.21683548367
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.96793783,1.95077813,2.43605232,3.11112022,4.14940882,5.19711542,4.76220942,4.6921258,4.53514671,3.814466,4.27808714
Myanmar,MMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.490142822266,..,..,..,115.448463439941,..,119.916152954102,121.799392700195,120.214569091797,..,..
Myanmar,MMR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88,88,84,86,88,84,91,83,93,84,91
Myanmar,MMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,62.4,59.7,57,54.6,52.4,50.5,48.7,46.8,45.2,43.6,42.1
Myanmar,MMR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Myanmar,MMR,"Population, total",SP.POP.TOTL,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.093,56.647,57.733,58.468,59.311,60.008,60.81,61.661,62.579,63.546,64.071
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5418.21633365814,5834.7917675794,5942.64680978673,5346.62131149967,5378.32326241205,4774.10650865775,4395.68776162376,5143.96072323076,5308.60813408705,4731.9210318831,3878.58982993966
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.62278938,10.86068344,10.20360184,10.08887577,8.4089098,9.98106289,9.32231045,8.71348476,8.62148285,8.85805798,9.56060219
Namibia,NAM,"School enrollment, primary (% gross)",SE.PRM.ENRR,118.109136341535,119.055637083219,121.103692738221,122.732813532372,122.71193654589,124.629282782131,124.182705227995,125.87493234498,124.591680749168,124.155345932542,122.345254349927
Namibia,NAM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,75,74,76,82,83,85,75,80,82,80,90
Namibia,NAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,50.3,50,52.6,50.8,50,51.8,51.4,49.8,48.5,46.6,44.8
Namibia,NAM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,13.1,13.1,13,12.8,12.6,12.4,12.1,11.8,11.5,11.1,10.6
Namibia,NAM,"Population, total",SP.POP.TOTL,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762
Naoero,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.074,60.287,60.533,60.701,60.834,60.897,60.996,61.101,61.238,61.393,61.527
Naoero,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4735.92000502092,6444.03642094634,9842.77032731856,8974.51886874433,9230.05440328927,7747.25584993607,8748.15632605428,9656.97976571484,11413.7463016389,10801.7705659635,10709.068810538
Naoero,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.69640064,9.97123718,8.84148979,9.56899357,8.1214447,13.91331863,10.95251656,11.4886446,11.09015656,11.56155682,11.55650234
Naoero,NRU,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,98.7878799438477,..,109.659492492676,99.080157695014,112.507781982422,..,..,104.79955291748,102.257713317871
Naoero,NRU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,96,97,98,98,98,95,99,95,98
Naoero,NRU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.4,24.6,22.7,20.9,19.2,17.5,15.9,14.4,13.1,12,10.9
Naoero,NRU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Naoero,NRU,"Population, total",SP.POP.TOTL,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.772,67.123,67.364,67.598,67.812,67.374,68.444,68.74,69.036,69.299,69.106
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,585.278491984574,785.518656222132,788.202937148377,803.269595420477,821.455224911731,875.543635474862,877.256454696737,1034.28374906846,1179.19843190389,1203.14294706401,1154.21517578318
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.36131525,4.45220184,4.49078751,4.63012981,5.07549381,5.46615553,5.42378998,4.72174025,4.52845383,4.44524717,5.2080965
Nepal,NPL,"School enrollment, primary (% gross)",SE.PRM.ENRR,147.086534908967,151.550483561125,149.360557184797,145.726105062929,143.002222135589,143.572010949657,139.177686890567,135.346176281377,..,137.43376159668,121.90357208252
Nepal,NPL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,86,88,86,88,88,85,83,90,91,92,87
Nepal,NPL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,47.9,45.8,43.7,41.7,39.7,37.8,36,34.2,32.6,31,29.6
Nepal,NPL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Nepal,NPL,"Population, total",SP.POP.TOTL,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7024390243902,81.2048780487805,81.1048780487805,81.3048780487805,81.7073170731707,81.509756097561,81.5609756097561,81.7609756097561,81.8121951219512,82.1121951219512,81.3585365853659
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,51305.7338533973,54701.7728030611,50473.9442002689,52602.2860520766,53457.2234864322,45793.8135434697,46808.5291492503,49513.6817346384,53955.0770024266,53554.9007491475,53467.9277413737
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.09452248,10.14537811,10.45467281,10.50247383,10.45699596,10.18857956,9.89148426,9.93712521,9.85083961,9.93616295,10.94954681
Netherlands,NLD,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.750358581543,107.072776794434,107.048240661621,..,..,106.059417724609,105.680366516113,105.039421081543,104.561111450195,104.578910827637,104.338813781738
Netherlands,NLD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,96,96,96,96,95,94,93,93,94,94
Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.4,4.3,4.2,4.2,4.1,4.1,4.1,4,4,4,4
Netherlands,NLD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Netherlands,NLD,"Population, total",SP.POP.TOTL,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.992,76.315,76.615,76.867,77.053,77.206,77.359,77.504,77.557,77.262,77.049
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,35798.9084757829,38835.9401851385,35559.5672006157,36671.1566752621,37816.9558599295,30858.7237060533,30782.8544433514,32354.7102832901,34902.8968780031,33411.3358835672,33270.330597637
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9048780487805,81.1560975609756,81.4073170731707,81.4048780487805,81.4568292682927,81.6124390243903,81.6585365853659,81.8585365853659,81.7073170731707,82.0560975609756,82.2560975609756
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,33761.9009639947,38425.829997974,40041.7524816244,42984.9571801167,44599.8992733675,38648.7302562109,40088.3205470499,42912.1537002148,43204.1305124872,42872.2681243427,42054.6743136586
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.09511089,9.10748196,9.20243168,8.9393549,8.97204113,8.88920593,8.76869011,8.61795807,8.56966972,8.61898708,9.25240231
New Zealand,NZL,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.0315399169922,99.0727310180664,98.8831405639648,98.8762893676758,98.6514434814453,98.5381393432617,98.5837478637695,98.4804382324219,98.5529708862305,98.2542037963867,97.5365295410156
New Zealand,NZL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,91,93,92,92,93,93,92,93,92,92,91
New Zealand,NZL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.2,6.1,6,5.9,5.8,5.6,5.5,5.4,5.3,5.2,5.1
New Zealand,NZL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
New Zealand,NZL,"Population, total",SP.POP.TOTL,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4970300,5072400
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.761,72.033,72.435,72.551,72.792,72.899,73.18,73.389,73.879,73.764,70.766
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1526.56706951408,1679.71192084633,1784.69836017555,1835.43996363715,1958.37047579547,2074.45620634731,2131.68704828322,2182.61380995674,2035.16549390507,1958.62051528095,1938.44704754382
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.71019173,7.44982004,7.48836899,7.63869238,7.97716141,7.96303272,8.04877567,8.32754421,8.4993515,8.50037098,8.55739307
Nicaragua,NIC,"School enrollment, primary (% gross)",SE.PRM.ENRR,119.666778564453,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,99,97
Nicaragua,NIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,23.2,21.9,20.6,19.4,18.3,17.2,16.1,15.3,14.6,14.3,14.2
Nicaragua,NIC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5737450,5819051,5901287,5983845,6066492,6149417,6232666,6316231,6400080,6483657,6565267
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.08,57.6,57.987,58.364,58.693,58.85,59.228,59.524,59.765,60.031,59.89
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,474.425692340831,510.75956176268,528.510104469655,552.103334363117,565.30989731175,485.662574175279,499.910520068193,529.929418934868,576.927536415462,541.265819870273,575.451340306915
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.96100473,4.87323856,4.30732679,4.46636009,4.45377159,5.34745932,4.53239059,5.57609606,5.30310822,5.66642094,6.17012262
Niger,NER,"School enrollment, primary (% gross)",SE.PRM.ENRR,61.5986113613618,65.2535100604653,67.1548957778323,68.050738334559,68.6922497937291,70.8931423850977,72.8476843361488,74.3787719289761,..,66.7727319163256,..
Niger,NER,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,67,69,75,80,80,85,76,82,77,79,79
Niger,NER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,136,132.7,130.3,128.3,126.8,125.4,124.3,123.1,121.9,120.8,119.5
Niger,NER,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Niger,NER,"Population, total",SP.POP.TOTL,16548835,17176283,17836769,18519898,19215909,19939498,20685753,21435446,22188069,22947757,23717613
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.315,51.49,51.688,51.827,51.94,51.939,52.189,52.397,52.669,53.009,53.072
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2202.25672957344,2418.41316975875,2633.19734671361,2872.79083379398,3088.72131316169,2585.73360671797,2070.4127339595,1876.34027111773,2057.87944554011,3189.81286496183,2797.184580679
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.29653287,3.32077932,3.35984254,3.4206934,3.34840417,3.58194995,3.64773679,3.74762511,3.09069347,2.98547053,3.38063431
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,79.8300399780273,84.6805572509766,85.9125900268555,87.8349702257826,84.1216580144923,25.5657563073792,78.8780517578125,..,81.6278513667331,..,84.371583976485
Nigeria,NGA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,56,53,41,42,42,42,48,54,56,58,60
Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,126.3,123.8,121.6,119.9,118.7,117.8,117.4,117.2,117.2,117.4,117.4
Nigeria,NGA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.4
Nigeria,NGA,"Population, total",SP.POP.TOTL,166642886,171379598,176200625,181049443,185896915,190671878,195443700,200254579,204938755,209485641,213996181
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9975609756098,75.1,74.9024390243903,75.4,75.4512195121951,75.4024390243902,75.4,75.9536585365854,76.6487804878049,76.6024390243903,74.3951219512195
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,4833.36586759968,5416.86672931659,5049.8265386157,5626.26115664893,5925.38592218015,5262.68671928674,5598.48622617967,5955.2973863451,6713.98925398989,6718.85826635458,6659.59651070776
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.71369696,6.51887369,6.61468363,6.71928358,6.28993368,6.34227896,6.37943363,6.43909454,6.45699358,7.06654119,7.73212385
North Macedonia,MKD,"School enrollment, primary (% gross)",SE.PRM.ENRR,92.3337936401367,..,92.9667129516602,96.9780578613281,95.9001388549805,96.8858184814453,..,95.2024078369141,95.5603866577148,93.6538467407227,93.4353332519531
North Macedonia,MKD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,97,96,96,93,89,82,83,75,75,63
North Macedonia,MKD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.4,10.2,10.4,10.7,11.1,11.1,10.6,9.6,8.4,7.1,6
North Macedonia,MKD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8,77.688,77.566,77.452,77.377,77.36,77.392,77.47,77.51,77.844,78.03
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,14771.4037455399,13598.7166094613,14013.6003306158,14632.8518897608,15945.417608954,17665.1007493109,24225.474169342,31225.6049960968,26509.3628379893,24496.6652122421,18220.8382427201
